,,,,,,,,,,,,,,,,
,ARTÍCULOS VENDIDOS,,,,,,,,,,,,,,,
,CÓDIGO,DESCRIPCIÓN,UNID.,IMPORTE BRUTO,DTO,"IVA 21% + RECARGO 5,2%",PRECIO CON MARGEN 25%,P.V.P     WEB,P.V.P FINAL CLIENTE,,VENDIDAS,QUEDAN EN TIENDA,,BENEFICIO UNITARIO,BENEFICIO TOTAL,
,,,,,,,,,,,,,,,,
,LAVADORAS,,,,,,,,,,,,,,,
,CF2PV31222W,FRIG 2P.CORBERÓ 294L BLANCO,3,"  236,56 € ","  236,56 € ","  298,54 € ","  373,17 € ","  391,47 € ","  359,00 € ",,3,0,,"  60,46 € ","  181,38 € ",
3ºCAMION,CFSBSH730NFW,AMERICANO BLANCO 177X91CM,2,"  365,59 € ","  365,59 € ","  461,37 € ","  576,72 € ","  605,00 € ","  579,00 € ",,2,0,,"  117,63 € ","  235,25 € ",
3ºCAMION,CBM17655EW,COMBI ESTÁTICO 176X55 BENAVENT,6,"  182,80 € ","  182,80 € ","  230,69 € ","  288,37 € ","  313,57 € ","  299,00 € ",,6,0,,"  68,31 € ","  409,84 € ",
,CBM200EW,COMBI BENAVENT 200X60 BLANCO,5,"  295,70 € ","  295,70 € ","  373,17 € ","  466,47 € ","  507,24 € ","  469,00 € ",,5,0,,"  95,83 € ","  479,13 € ",1 DE ELLOS ROTO CAMBIADO POR UN CORBERO A INMA GOMEZ
3ºCAMION,F2PBM17055W,COMBI ESTÁTICO 170X55 BENAVENT,3,"  193,55 € ","  193,55 € ","  244,26 € ","  305,33 € ","  332,01 € ","  299,00 € ",,3,0,,"  54,74 € ","  164,22 € ",
,CCH200533NFX,COMBI CORBERÓ 2M ACERO INOX,6,"  364,18 € ","  364,18 € ","  459,60 € ","  574,50 € ","  585,42 € ","  559,00 € ",,4,2,,"  99,40 € ","  596,41 € ",
,CCH200533NFX,COMBI CORBERÓ 2M ACERO INOX,1,"  340,00 € ","  319,91 € ","  403,72 € ","  504,65 € ","  548,84 € ","  559,00 € ",,,,,"  155,28 € ","  155,28 € ",
,CCH324EX,COMBI CORBERÓ NF 293L INOX,1,"  270,59 € ","  270,59 € ","  341,48 € ","  426,86 € ","  436,54 € ","  425,00 € ",,6,0,,"  83,52 € ","  83,52 € ",
,CCH200533N,"COMBI CORBERO 2M INOS ""D""",1,"  351,76 € ","  351,76 € ","  443,92 € ","  554,90 € ","  436,54 € ","  559,00 € ",,6,0,,"  115,08 € ","  115,08 € ",
,ECF2PH14320,"FRIGO 2P. CORBERO 1,43M",5,"  147,06 € ","  138,37 € ","  174,62 € ","  218,28 € ","  237,26 € ","  239,00 € ",,5,0,,"  64,38 € ","  321,89 € ",
